identifier,srp,srr,srz,replicate,protocol,organism,sample type,cell type,clone_individual,strain,genotype,construct,baseline_control_expt,treatment type,treatment,times,timecourse,library prep,spike in,notes,experimentally not usable,curator 1,curator 2,published,bibtex,author,year,last author,doi,single_paired,rcomp,other data,atac seq,rna seq,chip seq,three d,other seq,sample_id,sample_name,genetic_id,expt_id,raw_read_depth,raw_read_length,trim_read_depth,duplication_picard,single_map,multi_map,map_prop,rseqc_tags,rseqc_cds,cds_rpk,rseqc_five_utr,rseqc_three_utr,rseqc_intron,intron_rpk,exint_ratio,distinct_tenmillion_prop,genome_prop_cov,avg_fold_cov,samp_qc_score,samp_data_score
Horibata2018erpositive,SRP096173,SRR5150536,SRR5150536,rep1,PRO-seq,H. sapiens,cell line,MCF7,Clone B7 (tamoxifen sensitive),,,,control,no treatment,,,False,ligation,None,,False,,Daniel,True,Horibata2018ERpositive,Horibata,2018,Danko,10.1371/journal.pone.0194023,single,True,False,False,False,False,False,False,1603,SRR5150536,914,538,44223712,75,33465964,0.339955,19229360,5508415,0.7392,21838420,1377025,35.77,4745889,1098759,11116056,8.27,4.325272067714632,0.71052325,0.13170674286212752,0.7492727811300812,1,2
Horibata2018erpositive,SRP096173,SRR5150537,SRR5150537,rep2,PRO-seq,H. sapiens,cell line,MCF7,Clone C11 (tamoxifen sensitive),,,,control,no treatment,,,False,ligation,None,,False,,Daniel,True,Horibata2018ERpositive,Horibata,2018,Danko,10.1371/journal.pone.0194023,single,True,False,False,False,False,False,False,1604,SRR5150537,915,538,45892083,75,25777753,0.333997,16534860,3231114,0.7668,17323522,1163307,30.22,2998129,936602,9416215,7.0,4.317142857142857,0.7241392,0.11621582966514517,0.4914448605371779,1,3
Horibata2018erpositive,SRP096173,SRR5150538,SRR5150538,rep1,PRO-seq,H. sapiens,cell line,MCF7,Clone G11 (tamoxifen resistant),,,,control,no treatment,,,False,ligation,None,,False,,Daniel,True,Horibata2018ERpositive,Horibata,2018,Danko,10.1371/journal.pone.0194023,single,True,False,False,False,False,False,False,1605,SRR5150538,916,538,45437625,75,33269097,0.383215,19412906,5740918,0.7561,22150377,1450729,37.68,5494054,1070909,10564727,7.86,4.793893129770992,0.67118475,0.12469259695608632,0.7558211709941887,1,2
Horibata2018erpositive,SRP096173,SRR5150539,SRR5150539,rep2,PRO-seq,H. sapiens,cell line,MCF7,Clone H9 (tamoxifen resistant),,,,control,no treatment,,,False,ligation,None,,False,,Daniel,True,Horibata2018ERpositive,Horibata,2018,Danko,10.1371/journal.pone.0194023,single,True,False,False,False,False,False,False,1606,SRR5150539,917,538,41880724,75,30329431,0.319122,20856641,3955819,0.8181,21809596,1345613,34.95,3774381,1192902,12040696,8.96,3.900669642857143,0.74415455,0.14405357362766438,0.6789872284437513,1,2
Horibata2018erpositive,SRP096173,SRR5150540,SRR5150540,rep1,PRO-seq,H. sapiens,cell line,MCF7,Clone B7 (tamoxifen sensitive),,,,control,vehicle,ethanol,"-40,0,min",False,ligation,None,,False,,Daniel,True,Horibata2018ERpositive,Horibata,2018,Danko,10.1371/journal.pone.0194023,single,True,False,False,False,False,False,False,1607,SRR5150540,914,538,38563349,75,28420804,0.322629,21135607,3365338,0.8621,21357433,1417251,36.81,3970992,1106022,11493771,8.55,4.3052631578947365,0.7329729,0.1362064823928773,0.5682675547602983,1,2
Horibata2018erpositive,SRP096173,SRR5150541,SRR5150541,rep1,PRO-seq,H. sapiens,cell line,MCF7,Clone B7 (tamoxifen sensitive),,,,experimental,treatment,17-beta-estradiol(100 nM),"-40,0,min",False,ligation,None,,False,,Daniel,True,Horibata2018ERpositive,Horibata,2018,Danko,10.1371/journal.pone.0194023,single,True,False,False,False,False,False,False,1608,SRR5150541,914,538,43490560,75,33429432,0.347248,24841373,3908689,0.86,25114684,1700752,44.18,4974129,1272025,13269046,9.87,4.476190476190476,0.7176739,0.14250522945566724,0.6598777307952742,1,2
Horibata2018erpositive,SRP096173,SRR5150542,SRR5150542,rep1,PRO-seq,H. sapiens,cell line,MCF7,Clone B7 (tamoxifen sensitive),,,,experimental,treatment,hydroxytamoxifen(1 microM),"-40,0,min",False,ligation,None,,False,,Daniel,True,Horibata2018ERpositive,Horibata,2018,Danko,10.1371/journal.pone.0194023,single,True,False,False,False,False,False,False,1609,SRR5150542,914,538,38424562,75,28383158,0.360174,21262997,3140103,0.8598,21242654,1473732,38.28,4461541,1071360,10835629,8.06,4.749379652605459,0.69277745,0.12746008062270484,0.5427647716130143,1,2
Horibata2018erpositive,SRP096173,SRR5150543,SRR5150543,rep1,PRO-seq,H. sapiens,cell line,MCF7,Clone G11 (tamoxifen resistant),,,,control,vehicle,ethanol,"-40,0,min",False,ligation,None,,False,,Daniel,True,Horibata2018ERpositive,Horibata,2018,Danko,10.1371/journal.pone.0194023,single,True,False,False,False,False,False,False,1610,SRR5150543,916,538,40907830,75,25150052,0.345908,17093547,4124328,0.8437,18523498,1091246,28.34,3692964,947506,9866878,7.34,3.861035422343324,0.7092368,0.12142867056238486,0.5659082000324085,1,2
Horibata2018erpositive,SRP096173,SRR5150544,SRR5150544,rep1,PRO-seq,H. sapiens,cell line,MCF7,Clone G11 (tamoxifen resistant),,,,experimental,treatment,17-beta-estradiol(100 nM),"-40,0,min",False,ligation,None,,False,,Daniel,True,Horibata2018ERpositive,Horibata,2018,Danko,10.1371/journal.pone.0194023,single,True,False,False,False,False,False,False,1611,SRR5150544,916,538,37136705,75,28245517,0.335997,20881405,4435678,0.8963,22106181,1282994,33.33,4411218,1122918,11739013,8.73,3.81786941580756,0.71991495,0.1415092003745651,0.6986633044985818,1,2
Horibata2018erpositive,SRP096173,SRR5150545,SRR5150545,rep1,PRO-seq,H. sapiens,cell line,MCF7,Clone G11 (tamoxifen resistant),,,,experimental,treatment,hydroxytamoxifen(1 microM),"-40,0,min",False,ligation,None,,False,,Daniel,True,Horibata2018ERpositive,Horibata,2018,Danko,10.1371/journal.pone.0194023,single,True,False,False,False,False,False,False,1612,SRR5150545,916,538,42823816,75,33122243,0.337449,24027796,5648290,0.8959999999999999,26035727,1481618,38.48,5187672,1357901,13936981,10.37,3.7107039537126325,0.729235,0.15981794107674124,0.889707662178937,1,2
Horibata2018erpositive,SRP096173,SRR5150546,SRR5150546,rep1,PRO-seq,H. sapiens,cell line,MCF7,Clone B7 (tamoxifen sensitive),,,,control,no treatment,,,True,ligation,None,,False,,Daniel,True,Horibata2018ERpositive,Horibata,2018,Danko,10.1371/journal.pone.0194023,single,True,False,False,False,False,False,False,1613,SRR5150546,914,538,33802234,76,28495092,0.341817,22638946,3110460,0.9036,22512444,1576083,40.94,3777519,1301009,12010765,8.93,4.58454647256439,0.7320591,0.14522041504133185,0.6687796314572815,1,2
Horibata2018erpositive,SRP096173,SRR5150547,SRR5150547,rep1,PRO-seq,H. sapiens,cell line,MCF7,Clone B7 (tamoxifen sensitive),,,,experimental,treatment,GDNF(10 ng/mL),"-1,0,hr",True,ligation,None,,False,,Daniel,True,Horibata2018ERpositive,Horibata,2018,Danko,10.1371/journal.pone.0194023,single,True,False,False,False,False,False,False,1614,SRR5150547,914,538,27395588,76,24496451,0.268376,19566789,3273567,0.9323999999999999,20392585,1216252,31.59,2463461,1301659,12266629,9.12,3.4638157894736845,0.78542945,0.1483914349200508,0.7192008293314321,1,2
Horibata2018erpositive,SRP096173,SRR5150548,SRR5150548,rep1,PRO-seq,H. sapiens,cell line,MCF7,Clone B7 (tamoxifen sensitive),,,,experimental,treatment,GDNF(10 ng/mL),"-24,0,hr",True,ligation,None,,False,,Daniel,True,Horibata2018ERpositive,Horibata,2018,Danko,10.1371/journal.pone.0194023,single,True,False,False,False,False,False,False,1615,SRR5150548,914,538,33140337,76,28511525,0.439299,22688620,3396582,0.9148999999999999,22807155,1636310,42.5,5597250,1261484,10297452,7.66,5.5483028720626635,0.633168,0.12889908915953135,0.7073115755206545,1,3
Horibata2018erpositive,SRP096173,SRR5150549,SRR5150549,rep2,PRO-seq,H. sapiens,cell line,MCF7,Clone C11 (tamoxifen sensitive),,,,control,no treatment,,,True,ligation,None,,False,,Daniel,True,Horibata2018ERpositive,Horibata,2018,Danko,10.1371/journal.pone.0194023,single,True,False,False,False,False,False,False,1616,SRR5150549,915,538,33876665,76,27908917,0.370729,22471377,2953466,0.9109999999999999,22125568,1628662,42.3,4206412,1305194,11108850,8.26,5.121065375302663,0.69746715,0.1387748004378281,0.6516549414742298,1,3
Horibata2018erpositive,SRP096173,SRR5150550,SRR5150550,rep2,PRO-seq,H. sapiens,cell line,MCF7,Clone C11 (tamoxifen sensitive),,,,experimental,treatment,GDNF(10 ng/mL),"-1,0,hr",True,ligation,None,,False,,Daniel,True,Horibata2018ERpositive,Horibata,2018,Danko,10.1371/journal.pone.0194023,single,True,False,False,False,False,False,False,1617,SRR5150550,915,538,29530667,76,25633146,0.388954,19771470,3606009,0.912,20681779,1445943,37.56,4402513,1168420,10332584,7.69,4.884265279583875,0.6743234,0.1250754932976243,0.6939389664956465,1,2
Horibata2018erpositive,SRP096173,SRR5150551,SRR5150551,rep2,PRO-seq,H. sapiens,cell line,MCF7,Clone C11 (tamoxifen sensitive),,,,experimental,treatment,GDNF(10 ng/mL),"-24,0,hr",True,ligation,None,,False,,Daniel,True,Horibata2018ERpositive,Horibata,2018,Danko,10.1371/journal.pone.0194023,single,True,False,False,False,False,False,False,1618,SRR5150551,915,538,30447041,76,27516497,0.415441,22244523,3205708,0.9248999999999999,22290229,1580788,41.06,5202459,1231968,10390145,7.73,5.3117723156532985,0.65276735,0.1346524571111856,0.7083809090878831,1,3
Horibata2018erpositive,SRP096173,SRR5150552,SRR5150552,rep1,PRO-seq,H. sapiens,cell line,MCF7,Clone G11 (tamoxifen resistant),,,,control,no treatment,,,True,ligation,None,,False,,Daniel,True,Horibata2018ERpositive,Horibata,2018,Danko,10.1371/journal.pone.0194023,single,True,False,False,False,False,False,False,1619,SRR5150552,916,538,33980076,76,27738754,0.388565,21091298,3480777,0.8858,21490510,1526350,39.65,4527589,1170564,10581747,7.87,5.038119440914866,0.68078825,0.13365954165627006,0.6685908819568792,1,3
Horibata2018erpositive,SRP096173,SRR5150553,SRR5150553,rep1,PRO-seq,H. sapiens,cell line,MCF7,Clone G11 (tamoxifen resistant),,,,experimental,treatment,GDNF(10 ng/mL),"-1,0,hr",True,ligation,None,,False,,Daniel,True,Horibata2018ERpositive,Horibata,2018,Danko,10.1371/journal.pone.0194023,single,True,False,False,False,False,False,False,1620,SRR5150553,916,538,37527559,76,29763103,0.46005,21232348,4907597,0.8783,23096400,1665653,43.26,6124890,1176196,10375232,7.72,5.603626943005181,0.6156469,0.12067874440479447,0.7803717815626547,1,3
Horibata2018erpositive,SRP096173,SRR5150554,SRR5150554,rep1,PRO-seq,H. sapiens,cell line,MCF7,Clone G11 (tamoxifen resistant),,,,experimental,treatment,GDNF(10 ng/mL),"-24,0,hr",True,ligation,None,,False,,Daniel,True,Horibata2018ERpositive,Horibata,2018,Danko,10.1371/journal.pone.0194023,single,True,False,False,False,False,False,False,1621,SRR5150554,916,538,32197622,76,26292025,0.419539,20260764,3321250,0.8969,20667689,1487750,38.64,5140674,1142411,9419823,7.01,5.512125534950072,0.641079,0.12379117669056622,0.6425189410864377,1,3
Horibata2018erpositive,SRP096173,SRR5150555,SRR5150555,rep2,PRO-seq,H. sapiens,cell line,MCF7,Clone H9 (tamoxifen resistant),,,,control,no treatment,,,True,ligation,None,,False,,Daniel,True,Horibata2018ERpositive,Horibata,2018,Danko,10.1371/journal.pone.0194023,single,True,False,False,False,False,False,False,1622,SRR5150555,917,538,40574816,76,30850882,0.435379,22841490,4598482,0.8894,23907921,1652760,42.93,5885066,1259103,10931032,8.13,5.280442804428044,0.64095235,0.13071331094269428,0.7780396865527359,1,3
Horibata2018erpositive,SRP096173,SRR5150556,SRR5150556,rep2,PRO-seq,H. sapiens,cell line,MCF7,Clone H9 (tamoxifen resistant),,,,experimental,treatment,GDNF(10 ng/mL),"-1,0,hr",True,ligation,None,,False,,Daniel,True,Horibata2018ERpositive,Horibata,2018,Danko,10.1371/journal.pone.0194023,single,True,False,False,False,False,False,False,1623,SRR5150556,917,538,28699639,76,23570124,0.410622,17364981,3968703,0.9051,18823476,1250737,32.49,4730221,964325,8854578,6.59,4.930197268588771,0.64187235,0.11674017696044102,0.6651952314117839,1,3
Horibata2018erpositive,SRP096173,SRR5150557,SRR5150557,rep2,PRO-seq,H. sapiens,cell line,MCF7,Clone H9 (tamoxifen resistant),,,,experimental,treatment,GDNF(10 ng/mL),"-24,0,hr",True,ligation,None,,False,,Daniel,True,Horibata2018ERpositive,Horibata,2018,Danko,10.1371/journal.pone.0194023,single,True,False,False,False,False,False,False,1624,SRR5150557,917,538,38941072,76,29653240,0.412064,22180449,4276731,0.8922,23119075,1513679,39.32,5403295,1243657,11042011,8.21,4.789281364190011,0.6617559,0.13365351795737015,0.7347863054289454,1,2
Boxer2020mecp2,SRP188216,SRR8714792,SRR8714792,rep1,PRO-seq,M. musculus,tissue,forebrain,,,,,control,no treatment,,,True,ligation,None,These WT mice were male KO littermates (MECP2 +/Y),False,Lynn,,True,Boxer2020,Boxer,2020,Greenberg,10.1016/j.molcel.2019.10.032,single,True,True,False,True,True,True,True,2585,SRR8714792,1241,664,121120314,75,110559498,0.595591,69646779,3020182,0.6573,64058574,4517100,121.95,16455173,3612214,28773953,26.09,4.67420467612112,0.6133734,0.23790104653958022,1.4572490830370273,2,2
Boxer2020mecp2,SRP188216,SRR8714793,SRR8714793,rep2,PRO-seq,M. musculus,tissue,forebrain,,,,,control,no treatment,,,True,ligation,None,These WT mice were male KO littermates (MECP2 +/Y),False,Lynn,,True,Boxer2020,Boxer,2020,Greenberg,10.1016/j.molcel.2019.10.032,single,True,True,False,True,True,True,True,2586,SRR8714793,1241,664,96422076,75,89701274,0.534144,59646945,2526353,0.6931,55309807,3662492,98.88,11214361,3239839,28358783,25.72,3.84447900466563,0.68389495,0.24031506687651605,1.3321242391579968,2,2
Boxer2020mecp2,SRP188216,SRR8714794,SRR8714794,rep3,PRO-seq,M. musculus,tissue,forebrain,,,,,control,no treatment,,,True,ligation,None,These WT mice were male KO littermates (MECP2 +/Y),False,Lynn,,True,Boxer2020,Boxer,2020,Greenberg,10.1016/j.molcel.2019.10.032,single,True,True,False,True,True,True,True,2587,SRR8714794,1241,664,194709040,75,187990129,0.753586,122554354,5122267,0.6792,111775401,8618124,232.67,29313612,6162970,49532840,44.92,5.179652715939447,0.60476445,0.24299111599371637,2.7359562773625847,3,3
Boxer2020mecp2,SRP188216,SRR8714795,SRR8714795,rep4,PRO-seq,M. musculus,tissue,forebrain,,,,,control,no treatment,,,True,ligation,None,These WT mice were male KO littermates (MECP2 +/Y),False,Lynn,,True,Boxer2020,Boxer,2020,Greenberg,10.1016/j.molcel.2019.10.032,single,True,True,False,True,True,True,True,2588,SRR8714795,1241,664,190532932,75,183092723,0.794545,114950332,4762423,0.6537999999999999,104179403,8152199,220.09,30240530,5375420,43609410,39.55,5.564854614412137,0.5634147,0.20484096885319378,2.4695226305626248,3,3
Boxer2020mecp2,SRP188216,SRR8714796,SRR8714796,rep5,PRO-seq,M. musculus,tissue,forebrain,,,,,control,no treatment,,,True,ligation,None,These WT mice were male KO littermates (MECP2 +/Y),False,Lynn,,True,Boxer2020,Boxer,2020,Greenberg,10.1016/j.molcel.2019.10.032,single,True,True,False,True,True,True,True,2589,SRR8714796,1241,664,182915660,75,175628964,0.833948,108493385,4795244,0.645,97918215,7720458,208.43,32292753,4806867,36611080,33.2,6.278012048192771,0.49629415,0.17139978759031987,2.2862961306626315,4,3
Boxer2020mecp2,SRP188216,SRR8714797,SRR8714797,rep1,PRO-seq,M. musculus,tissue,forebrain,,,Mecp2 -/Y,,experimental,no treatment,,,True,ligation,None,,False,Lynn,,True,Boxer2020,Boxer,2020,Greenberg,10.1016/j.molcel.2019.10.032,single,True,True,False,True,True,True,True,2590,SRR8714797,1244,664,66619950,75,59964503,0.518037,35495058,1402665,0.6153,32733835,2333072,62.99,8708857,1738836,14873371,13.49,4.669384729429207,0.6129372,0.17758180981513927,0.7345876354680871,2,2
Boxer2020mecp2,SRP188216,SRR8714798,SRR8714798,rep2,PRO-seq,M. musculus,tissue,forebrain,,,Mecp2 -/Y,,experimental,no treatment,,,True,ligation,None,,False,Lynn,,True,Boxer2020,Boxer,2020,Greenberg,10.1016/j.molcel.2019.10.032,single,True,True,False,True,True,True,True,2591,SRR8714798,1244,664,91927813,75,78603314,0.64391,46705901,1737129,0.6163000000000001,42450196,3232904,87.28,14050610,1964928,16653731,15.1,5.780132450331126,0.5315638,0.16870416230681654,0.8861917572576589,2,3
Boxer2020mecp2,SRP188216,SRR8714799,SRR8714799,rep3,PRO-seq,M. musculus,tissue,forebrain,,,Mecp2 -/Y,,experimental,no treatment,,,True,ligation,None,,False,Lynn,,True,Boxer2020,Boxer,2020,Greenberg,10.1016/j.molcel.2019.10.032,single,True,True,False,True,True,True,True,2592,SRR8714799,1244,664,188452353,75,182860984,0.775837,114503879,4212444,0.6492,102357983,8669205,234.05,31539288,5053763,40186239,36.44,6.422886937431395,0.5734109,0.20198245931996658,2.420288568754932,3,3
Boxer2020mecp2,SRP188216,SRR8714800,SRR8714800,rep4,PRO-seq,M. musculus,tissue,forebrain,,,Mecp2 -/Y,,experimental,no treatment,,,True,ligation,None,,False,Lynn,,True,Boxer2020,Boxer,2020,Greenberg,10.1016/j.molcel.2019.10.032,single,True,True,False,True,True,True,True,2593,SRR8714800,1244,664,186463821,75,178127999,0.839748,110623519,4593343,0.6468,99564221,8191571,221.15,33299412,4637644,37317973,33.84,6.535165484633569,0.50403815,0.1619821019102891,2.329323433457664,4,3
Boxer2020mecp2,SRP188216,SRR8714801,SRR8714801,rep5,PRO-seq,M. musculus,tissue,forebrain,,,Mecp2 -/Y,,experimental,no treatment,,,True,ligation,None,,False,Lynn,,True,Boxer2020,Boxer,2020,Greenberg,10.1016/j.molcel.2019.10.032,single,True,True,False,True,True,True,True,2594,SRR8714801,1244,664,179561034,75,173415786,0.780944,107677721,4355222,0.6459999999999999,97101077,7901873,213.33,31531901,4746163,37083956,33.63,6.343443354148082,0.5305279,0.20145295844271302,2.262250008962083,3,3
Boxer2020mecp2,SRP188216,SRR8714802,SRR8714802,rep1,PRO-seq,M. musculus,tissue,forebrain,,,,,control,no treatment,,,True,ligation,None,These WT mice were male R306C littermates (MECP2 +/Y),False,Lynn,,True,Boxer2020,Boxer,2020,Greenberg,10.1016/j.molcel.2019.10.032,single,True,True,False,True,True,True,True,2595,SRR8714802,1241,664,92395370,75,84593129,0.679237,52867324,2108471,0.6498999999999999,47940929,3747403,101.17,14640529,2348997,19595913,17.77,5.693303320202589,0.5519912,0.16615647439768808,1.0165883855850708,3,3
Boxer2020mecp2,SRP188216,SRR8714803,SRR8714803,rep2,PRO-seq,M. musculus,tissue,forebrain,,,,,control,no treatment,,,True,ligation,None,These WT mice were male R306C littermates (MECP2 +/Y),False,Lynn,,True,Boxer2020,Boxer,2020,Greenberg,10.1016/j.molcel.2019.10.032,single,True,True,False,True,True,True,True,2596,SRR8714803,1241,664,115538127,75,59618452,0.838923,28454985,1180200,0.4971,25384958,2765511,74.66,12716451,893192,5090167,4.62,16.16017316017316,0.27092045,0.0302527049371451,0.4112204887504906,4,5
Boxer2020mecp2,SRP188216,SRR8714804,SRR8714804,rep3,PRO-seq,M. musculus,tissue,forebrain,,,,,control,no treatment,,,True,ligation,None,These WT mice were male R306C littermates (MECP2 +/Y),False,Lynn,,True,Boxer2020,Boxer,2020,Greenberg,10.1016/j.molcel.2019.10.032,single,True,True,False,True,True,True,True,2597,SRR8714804,1241,664,312380383,75,285789372,0.848091,179221997,9712487,0.6611,169334581,9148287,246.98,29585582,11417631,93109833,84.44,2.924917100900047,0.62856735,0.24458722022735294,4.369097058189008,4,1
Boxer2020mecp2,SRP188216,SRR8714805,SRR8714805,rep4,PRO-seq,M. musculus,tissue,forebrain,,,,,control,no treatment,,,True,ligation,None,These WT mice were male R306C littermates (MECP2 +/Y),False,Lynn,,True,Boxer2020,Boxer,2020,Greenberg,10.1016/j.molcel.2019.10.032,single,True,True,False,True,True,True,True,2598,SRR8714805,1241,664,138615526,75,134725144,0.773245,95041336,3876363,0.7342,86522299,6289418,169.8,23512195,4550739,38537661,34.95,4.858369098712446,0.575896,0.2050644198426579,2.0726996806464126,3,2
Boxer2020mecp2,SRP188216,SRR8714806,SRR8714806,rep5,PRO-seq,M. musculus,tissue,forebrain,,,,,control,no treatment,,,True,ligation,None,These WT mice were male R306C littermates (MECP2 +/Y),False,Lynn,,True,Boxer2020,Boxer,2020,Greenberg,10.1016/j.molcel.2019.10.032,single,True,True,False,True,True,True,True,2599,SRR8714806,1241,664,110591194,75,107463503,0.704157,75276980,3101574,0.7293999999999999,68374257,5341212,144.2,20951095,3552244,27705075,25.13,5.738161559888579,0.55407535,0.20600908558074246,1.595801829399259,3,3
